app,interventionDuration,interventionType,resolution,timestamp,isReIntervention,timezone
instagram,1.5,breathingExercise,openedApp,1748517861.07768,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748521456.32674,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748526982.161036,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748531283.308737,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748533637.646255,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748542301.667894,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748542833.740035,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748543518.526113,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748543558.530375,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748543715.783037,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748544149.121218,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748544536.297935,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748544603.037317,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748544729.862777,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748548989.053563,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748549023.709114,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748549941.30236,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748550754.739853,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748550907.271847,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748551731.9591231,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748592967.648984,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748593243.865234,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748593842.072628,False,Europe/Berlin
tikTok,1.5,breathingExercise,openedApp,1748593899.3360748,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748595211.1278548,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748595552.683047,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748596127.075208,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748596923.2332969,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748597105.528507,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748597810.2786689,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748598359.185251,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748598469.5758739,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748599668.342174,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748599891.3300219,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748602306.600964,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748602513.116317,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748603505.762604,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748605430.086019,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748618085.923044,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748619881.560983,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748621396.390893,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748623447.161775,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748625116.558734,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748631875.270173,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748641353.928077,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748677392.2986832,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748679985.268769,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748683694.8448648,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748684020.773279,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748684282.115865,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748684305.9114552,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748684475.119197,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748690787.334173,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748692249.297656,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748704187.4648771,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748706510.522726,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748706983.6644921,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748707272.132839,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748712126.005506,False,Europe/Berlin
tikTok,1.5,breathingExercise,openedApp,1748713919.794673,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748715294.1753721,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748715542.9422898,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748717605.646287,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748719019.255239,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748719504.751203,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748720895.5075622,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748724989.5077,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748732638.77333,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748739802.463125,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748765401.729279,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748771037.874507,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748782689.741498,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748796568.020165,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748808756.3858871,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748811433.7154589,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748815264.124191,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748820394.2078671,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748847755.899304,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748848717.476459,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748857938.304832,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748870564.1664839,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748872590.0346951,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748872915.531777,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748872923.738086,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748879524.86793,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748882866.536089,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748883392.002485,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748883839.8123221,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748886011.405466,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748891971.674882,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748895511.756865,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748905019.457275,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748905293.421756,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748930994.412195,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748931224.94347,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748944004.743804,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748949751.521914,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748963703.131353,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748964591.8236918,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748968631.466711,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748977161.167245,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748977218.5377312,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748977532.1254911,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748977911.01612,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748978644.405264,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748979942.562134,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1748981414.4489288,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1748983330.257568,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749020490.208796,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749022625.688023,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749036904.9902968,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749036917.644244,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749038021.537365,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749040821.682066,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749041046.147037,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749046044.634484,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749049113.308646,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749049243.469866,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749061813.63536,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749064176.310291,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749064491.248461,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749064932.889127,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749065736.494554,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749069194.219487,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749071997.569984,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749072357.275851,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749073025.928961,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749074948.709982,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749075054.818743,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749106572.1821408,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749106915.2429519,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749110208.121214,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749110924.2520618,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749117250.2664552,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749117370.331726,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749119981.700707,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749121287.616006,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749125714.370973,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749132359.2709,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749132551.003189,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749142267.869519,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749146266.0069509,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749146964.8304439,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749149123.586818,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749150611.83956,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749150645.841753,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749151092.8308449,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749190203.2296019,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749191132.0096679,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749198082.598958,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749207969.992487,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749217867.0716882,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749220768.436829,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749222712.3894901,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749223034.4107928,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749223448.667752,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749223563.1131911,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749224184.527986,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749224803.827499,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749225041.504795,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749225298.540045,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749225616.213471,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749235024.374934,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749235143.5783482,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749236440.133296,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749240524.718132,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749248081.305708,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749276692.8417602,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749290210.3349981,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749292650.077781,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749296484.567615,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749299069.813171,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749299384.312691,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749313523.921572,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749318147.4979959,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749322323.323497,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749335734.084928,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749337339.5612102,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749373073.811094,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749374985.396652,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749381361.8515759,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749384295.224307,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749387376.6367168,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749387410.921712,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749389768.025976,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749391051.5328279,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749406807.745173,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749410607.377954,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749411929.949195,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749413610.0703359,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749416592.3320541,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749416860.801089,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749417054.112649,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749417472.292675,False,Europe/Berlin
tikTok,1.5,breathingExercise,openedApp,1749417482.6595469,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749463188.585041,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749471942.859291,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749473613.174051,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749480389.930324,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749482854.898903,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749486937.282614,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749501008.965826,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749501599.542099,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749504473.828206,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749510914.227759,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749535274.680282,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749535710.737123,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749536559.6624851,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749537645.704983,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749537957.17225,False,Europe/Berlin
tikTok,1.5,breathingExercise,openedApp,1749538285.931553,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749538939.352833,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749541839.454772,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749547512.8058028,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749551231.773738,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749561282.57518,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749561769.715734,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749564123.750784,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749579202.298064,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749579781.543288,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749584893.6653252,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749586734.525388,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749587809.0944571,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749590214.3101149,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749590981.0240169,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749595197.072674,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749621215.51821,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749633566.9846458,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749633643.7054129,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749634883.9703112,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749638711.5936031,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749640047.0495028,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749642756.4057379,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749643509.506647,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749643516.897492,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749644612.4388351,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749647254.1669378,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749654073.857936,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749654739.201531,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749656264.0348759,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749657131.0302129,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749664131.965956,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749666441.221559,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749667342.43021,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749669343.405881,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749669896.654547,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749670216.144785,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749670473.09367,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749671946.562201,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749677592.818839,False,Europe/Berlin
tikTok,1.5,breathingExercise,openedApp,1749678612.752095,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749713313.3587298,False,Europe/Berlin
instagram,1.5,breathingExercise,dismissedAppOpening,1749713844.111839,False,Europe/Berlin
instagram,1.5,breathingExercise,openedApp,1749719394.898902,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749730403.6627522,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1749730539.921091,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749730547.039479,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749733060.3283448,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749745488.6838999,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749752140.312283,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749753872.380939,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749761750.783262,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749762311.171029,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749805833.8685908,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749824349.78531,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749827453.378267,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749833702.100492,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749833946.4043021,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749834781.550062,False,Europe/Berlin
tikTok,3.0,breathingExercise,openedApp,1749837320.600078,False,Europe/Berlin
tikTok,3.0,breathingExercise,openedApp,1749837567.9943972,False,Europe/Berlin
tikTok,3.0,breathingExercise,openedApp,1749841476.295517,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749847473.402546,False,Europe/Berlin
