app,interventionDuration,interventionType,resolution,timestamp,isReIntervention,timezone
instagram,3.0,breathingExercise,openedApp,1749848162.900257,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749850198.072381,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749852751.872375,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1749854714.931799,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749887170.052804,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749888619.0076761,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749889406.657436,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749889979.217746,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749897254.881589,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749913514.073354,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1749917907.210908,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749921012.421252,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749925522.745525,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749925542.412569,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1749926675.764993,False,Europe/Berlin
tikTok,3.0,breathingExercise,openedApp,1749935156.128237,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749938866.605712,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749940720.260828,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1749984167.369907,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749984177.6053638,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749984510.846051,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749992030.953289,False,Europe/Berlin
tikTok,3.0,breathingExercise,openedApp,1749996153.171535,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749997749.591216,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1749997815.676581,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750003604.119049,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750007937.131933,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750011923.27454,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750061158.556148,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750076824.3754458,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750076835.47722,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750094226.623416,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750096041.463855,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750097700.169291,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750101661.93362,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750102148.676918,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750148764.014602,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750149033.2136369,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750154604.357644,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750154614.2942739,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750158560.296627,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750178169.967732,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750182552.599802,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750186272.4224691,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750186464.664472,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750186473.9804301,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750189692.551265,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750191673.015348,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750191853.483302,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750193038.35317,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750196686.8014998,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750196787.249168,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750201134.753026,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750234935.599556,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750250497.6889,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750250876.592129,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750307261.546586,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750314892.710737,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750314983.77594,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750327190.785322,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750338894.177538,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750339449.4764109,False,Europe/Berlin
tikTok,3.0,breathingExercise,dismissedAppOpening,1750345907.046421,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750346088.046382,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750347449.989283,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750348535.429563,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750350445.73133,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750350481.419244,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750351790.727964,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750352179.068163,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750352189.188652,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750357291.6594548,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750360280.213021,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750361216.7740679,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750364041.198485,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750364769.923718,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750366084.364723,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750371496.776101,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750412871.571467,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750422733.7403831,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750427531.0465841,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750435406.5861158,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750435523.374963,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750435602.765736,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750435606.141546,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750435615.061792,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750435805.205093,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750435960.918466,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750446084.0846682,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750447323.638767,False,Europe/Berlin
tikTok,3.0,breathingExercise,openedApp,1750463274.425556,False,Europe/Berlin
tikTok,3.0,breathingExercise,openedApp,1750463443.0857282,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750500883.8165832,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750501850.648823,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750504306.570022,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750526461.212651,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750539902.877664,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750580994.03194,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750581143.9566321,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750622707.001276,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750624138.962545,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750632777.7707949,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750662357.72556,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750662453.834144,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750666086.941057,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750677444.4137192,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750693612.2244148,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750699392.419232,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750699935.299327,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750706937.093274,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750707082.568696,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750707141.7059,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750712528.200496,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750712644.237366,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750713759.202282,False,Europe/Berlin
tikTok,3.0,breathingExercise,openedApp,1750715013.355095,False,Europe/Berlin
tikTok,3.0,breathingExercise,openedApp,1750715095.08338,False,Europe/Berlin
tikTok,3.0,breathingExercise,openedApp,1750715227.940337,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750745095.065991,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750762970.3520808,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750804418.819614,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750852351.608151,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750852374.399214,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750859047.181644,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750859290.814918,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750859638.7577639,False,Europe/Berlin
instagram,3.0,breathingExercise,dismissedAppOpening,1750859716.157957,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750867497.776434,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750868262.549623,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750870851.3571138,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750887680.096216,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750889733.427465,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750918324.3127089,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750925578.703537,False,Europe/Berlin
instagram,3.0,breathingExercise,openedApp,1750927316.4999828,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1750935817.432503,False,Europe/Berlin
tikTok,6.0,breathingExercise,openedApp,1750948510.2698112,False,Europe/Berlin
tikTok,6.0,breathingExercise,openedApp,1750955486.244271,False,Europe/Berlin
tikTok,6.0,breathingExercise,openedApp,1750955609.9861789,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1750968321.8758922,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751004424.420158,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751005812.806796,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751006866.532876,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751010409.3208718,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751010825.349615,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751014100.952683,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751036493.322387,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751037191.6233191,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751048234.866298,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751054357.57219,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751064007.9308228,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751065648.8315449,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751066793.5630798,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751066809.8340502,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751067394.1747022,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751067467.0026321,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751067823.791899,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751100048.3076801,False,Europe/Berlin
tikTok,6.0,breathingExercise,openedApp,1751101550.69608,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751102124.538931,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751106296.405747,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751108006.711268,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751110505.2979078,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751110618.5913758,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751111731.632014,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751113238.634203,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751113318.9202561,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751114609.2783809,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751114997.558949,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751115793.804471,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751128627.333857,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751134668.6515388,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751135065.052149,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751136401.4939442,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751147079.087704,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751147691.403681,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751149940.494769,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751196434.62391,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751196890.779413,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751203568.771836,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751204428.5076709,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751206948.747284,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751208214.827824,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751218417.052772,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751218877.280326,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751230314.936135,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751232806.61883,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751263095.770642,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751263280.007479,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751286338.154972,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751297007.050118,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751297586.451295,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751297838.2090611,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751311722.491212,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751312099.3448339,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751319636.752372,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751320139.308198,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751325149.704742,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751325446.420919,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751325805.8609009,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751326024.748616,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751326267.408969,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751326312.366519,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751352003.2683768,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751357563.902997,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751370436.094765,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751371874.1945739,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751371932.776257,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751379444.560766,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751392189.221239,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751400459.9894562,False,Europe/Berlin
tikTok,6.0,breathingExercise,openedApp,1751401215.054873,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751403686.5797539,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751405112.437083,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751456879.3095179,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751459147.308253,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751469896.198361,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751473457.874361,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751491496.204702,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751493432.532697,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751493973.490971,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751537986.6208029,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751542360.425187,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751542973.1740642,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751545820.019041,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751550735.307682,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751566970.9303188,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751567127.267929,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751612698.22538,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751613151.233521,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751613170.151521,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751629086.905226,False,Europe/Berlin
tikTok,6.0,breathingExercise,openedApp,1751629648.266889,False,Europe/Berlin
tikTok,6.0,breathingExercise,openedApp,1751629825.3583,False,Europe/Berlin
tikTok,6.0,breathingExercise,dismissedAppOpening,1751630499.2278008,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751641658.444493,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751643018.114234,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751645801.776691,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751647899.5299711,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751648425.285791,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751707029.744698,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751707600.550839,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751710768.726163,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751710835.300609,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751733988.402431,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751734117.724221,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751747039.2501059,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751792938.329805,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751793820.789849,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751798245.899323,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751802683.3228068,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751809551.3957992,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751836910.4224339,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751843783.283689,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751904845.5154629,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751908219.711329,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751918452.855026,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751920197.63767,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751922742.759093,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751927203.199552,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751927207.221251,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751927220.767828,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1751928027.255917,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1751995828.383432,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1752000975.9882379,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1752003807.7822409,False,Europe/Berlin
instagram,6.0,breathingExercise,dismissedAppOpening,1752004098.016382,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1752005290.714993,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1752057001.8899841,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1752057828.2205858,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1752083530.910115,False,Europe/Berlin
instagram,6.0,breathingExercise,openedApp,1752085969.306347,False,Europe/Berlin
tikTok,6.0,breathingExercise,openedApp,1752089531.660483,False,Europe/Berlin
tikTok,6.0,breathingExercise,openedApp,1752089687.3211188,False,Europe/Berlin
tikTok,6.0,breathingExercise,openedApp,1752089898.2714438,False,Europe/Berlin
