timestamp,isReIntervention,interventionDuration,app,resolution,interventionType,purpose,timezone
1750617915.592777,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750620707.186047,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750620715.127728,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750622651.401335,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750629180.874016,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750629240.187621,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750630576.652102,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750630583.360846,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750633077.369062,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750633401.675771,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750640660.299495,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750640681.872107,False,,outlook,closedApp,,,America/Chicago
1750640690.363426,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750641501.567727,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750645574.0973768,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750645589.7719011,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750645663.863978,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750645676.610888,False,1.5,shein,dismissedAppOpening,breathingExercise,,America/Chicago
1750688577.060193,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750689034.073899,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750689683.523149,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750689795.125451,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750695028.874247,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750695041.865508,False,,outlook,closedApp,,,America/Chicago
1750695599.48837,False,,outlook,closedApp,,,America/Chicago
1750697448.5662022,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750697463.2986832,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750698630.289579,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750703452.012004,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750703453.88219,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750706643.893711,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750706744.1084728,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750708536.803546,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750708539.018106,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750708567.412126,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750708569.515078,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750709615.9468741,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750710636.273345,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750713589.519131,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750713617.019816,False,,outlook,closedApp,,,America/Chicago
1750713622.102254,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750716190.035538,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750716195.5442,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750717416.293346,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750717925.8990068,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750717936.435745,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750723307.7631521,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750725395.561432,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750725397.4702039,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750726296.944108,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750726303.9904861,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750726352.6669059,False,,outlook,closedApp,,,America/Chicago
1750726390.967938,False,,outlook,closedApp,,,America/Chicago
1750726725.445856,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750728689.3754811,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750728695.542725,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750731150.755866,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750728708.30843,False,,outlook,closedApp,,,America/Chicago
1750731152.602057,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750732268.230112,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750732274.196231,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750733215.866385,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750734069.0053182,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750734728.214792,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750734736.896251,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750740447.351753,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750740453.4503732,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750743033.865653,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750765881.022073,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750765964.8001862,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750766464.7068481,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750768548.7913861,False,1.5,shein,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750769196.564857,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750769210.0936542,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750770384.625136,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750772284.347889,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750772292.852981,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750772775.871515,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750776881.545753,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750776894.734778,False,,outlook,closedApp,,,America/Chicago
1750781801.611919,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750787670.286677,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750787685.638956,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750788952.0435572,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750789767.890891,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750789773.469043,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750790217.9478931,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750790289.634433,False,,outlook,closedApp,,,America/Chicago
1750790394.0800428,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750790510.0256329,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750790571.6472769,False,,outlook,closedApp,,,America/Chicago
1750790576.62339,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750792925.284852,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750792935.668905,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750793041.3116899,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750794179.301841,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750794188.492357,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750796450.258311,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750796457.028041,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750796469.232387,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750802949.395214,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750802974.529501,False,,outlook,closedApp,,,America/Chicago
1750824192.578792,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750824202.0461469,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750824222.48313,False,,outlook,closedApp,,,America/Chicago
1750856645.1098108,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750856657.081734,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750857211.944102,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750857809.001759,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750859060.217217,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750859075.487131,False,,outlook,closedApp,,,America/Chicago
1750859536.645576,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750859545.166626,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750859779.241112,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750860126.278616,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750864526.254745,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750864527.957168,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750866643.620944,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750872202.651814,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750872208.632255,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750879842.051845,False,,outlook,closedApp,,,America/Chicago
1750879842.796606,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750882554.781071,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750883048.322633,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750883060.241581,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750883773.431925,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750883782.6432729,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750897964.376562,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750900097.638431,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750900109.256658,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750900374.876194,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750901847.052347,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750902082.787991,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750902188.933244,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750903440.441406,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750906644.463062,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750906652.9888139,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750908262.724412,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750940976.891115,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750940998.148845,False,,outlook,closedApp,,,America/Chicago
1750941003.85294,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750941570.184348,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750942303.98878,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750945055.387341,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750945069.346253,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750946206.4361591,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750948731.157727,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750950039.735506,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750950054.8681731,False,,outlook,closedApp,,,America/Chicago
1750950839.313325,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750951400.184726,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750951412.1155481,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750957497.230301,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750957557.8919349,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750957577.059857,False,,outlook,closedApp,,,America/Chicago
1750957647.923935,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750957650.054483,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750962374.4031491,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750962663.462665,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750962684.036314,False,,outlook,closedApp,,,America/Chicago
1750963390.684367,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750963661.5458422,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750967368.9957151,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750967377.6314058,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750967436.947927,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750968529.455114,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750969177.210952,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750969188.8652902,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750971191.179759,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750971192.203579,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750971293.95082,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750977770.628244,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750977904.363467,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750983402.896555,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750983446.0665941,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750983455.8884602,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750984394.168674,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750984395.403666,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750986991.678658,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750986997.890108,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750987804.115951,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750989684.051581,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750989692.759673,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750989992.622688,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750989998.470011,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750990161.5217118,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750990947.220319,False,,outlook,closedApp,,,America/Chicago
1750990948.1313539,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750992050.616858,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750992061.7576141,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750993954.8615289,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750994252.7755852,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751030159.450696,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751030305.8901172,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751031012.5364661,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1751031042.2507029,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751031158.7059,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751031174.3887281,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1751042577.748032,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751042588.0989342,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751043430.586648,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751050869.722818,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751050957.4492002,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751051271.6031961,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751053665.8727221,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751053774.2804642,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751058218.142686,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751058234.1471791,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751059457.410829,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751061974.740151,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751061983.5245209,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751062694.3871598,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751062696.4371371,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751063364.607933,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751063381.7266269,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751063449.6327991,False,,outlook,closedApp,,,America/Chicago
1751063537.1182861,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751063572.641525,False,,outlook,closedApp,,,America/Chicago
1751063752.246566,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751063870.2139711,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751064003.666074,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751064021.768543,False,,outlook,closedApp,,,America/Chicago
1751066013.565207,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751066521.653966,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751066548.6322188,False,,outlook,closedApp,,,America/Chicago
1751066553.542966,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751066805.702631,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751073597.950062,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751073615.703603,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751075842.288731,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751075853.211822,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1751108545.802836,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751108862.0433168,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751108874.4577842,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751109078.5870361,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751113155.4613008,False,1.5,shein,openedApp,breathingExercise,Search Info,America/Chicago
1751124826.702527,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751124837.1700459,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751125490.448178,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751132647.319339,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751132665.397914,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751133624.3476481,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751136981.979768,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751136988.519283,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751138888.37306,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1751138898.329382,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751144984.188201,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751144992.236658,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1751146596.149581,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1751146604.542149,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751156527.045716,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751159880.824675,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751159886.609479,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751163146.316585,False,,outlook,closedApp,,,America/Chicago
1751163156.055361,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751166853.309739,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1751166861.1183162,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1751205101.731333,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1751205123.1138248,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1751216905.695349,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751218597.9176779,False,6.0,outlook,openedApp,breathingExercise,Message,America/Chicago
1751218619.079862,False,6.0,gmail,openedApp,breathingExercise,Message,America/Chicago
1751221697.511193,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751223482.602222,False,6.0,gmail,openedApp,breathingExercise,Message,America/Chicago
1751223510.59341,False,6.0,outlook,openedApp,breathingExercise,Message,America/Chicago
1751224932.063436,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751224972.875286,False,6.0,outlook,openedApp,breathingExercise,Message,America/Chicago
1751224978.928973,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751228742.4808679,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751228779.7719069,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751228943.2966871,False,6.0,gmail,openedApp,breathingExercise,Message,America/Chicago
1751229571.479072,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751234597.96805,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751234599.923161,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751235983.2866402,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751236119.747529,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751236122.132515,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751236199.012896,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751236351.6336432,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751241817.524842,False,,outlook,closedApp,,,America/Chicago
1751241846.885806,False,6.0,gmail,openedApp,breathingExercise,Message,America/Chicago
1751244899.060639,False,6.0,gmail,openedApp,breathingExercise,Message,America/Chicago
1751246637.343355,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751248048.17103,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751248050.346192,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751251139.532864,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751251153.222064,False,6.0,gmail,openedApp,breathingExercise,Message,America/Chicago
1751251289.566535,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751289784.256503,False,6.0,gmail,openedApp,breathingExercise,Message,America/Chicago
1751290252.218975,False,6.0,gmail,openedApp,breathingExercise,Message,America/Chicago
1751291003.068361,False,6.0,gmail,openedApp,breathingExercise,Message,America/Chicago
1751291101.0251188,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751291611.134191,False,6.0,outlook,openedApp,breathingExercise,Message,America/Chicago
1751306557.3388891,False,6.0,gmail,openedApp,breathingExercise,Message,America/Chicago
1751306600.419868,False,6.0,outlook,openedApp,breathingExercise,Message,America/Chicago
1751307646.9216142,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751308745.331924,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751310499.6302052,False,6.0,gmail,openedApp,breathingExercise,Message,America/Chicago
1751311090.291181,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751311707.2569141,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751316456.217334,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1751316457.491829,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751320742.086555,False,6.0,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1751319926.992688,False,,outlook,closedApp,,,America/Chicago
1751322262.808536,False,6.0,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
