interventionDuration,isReIntervention,timezone,app,interventionType,resolution,timestamp,purpose
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750496971.3824592,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750496995.767952,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750497057.859973,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750500295.0756888,逃跑/避开
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750500725.071504,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750500870.901382,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750501619.8987641,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750507559.7249599,检查点赞
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750509845.967598,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750509922.2182322,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750510900.835582,欧阳春晓训练
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750515655.1467361,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750521084.246505,欧阳春晓训练
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750521294.417794,欧阳春晓训练
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750521700.405384,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750521755.192203,欧阳春晓训练
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750521820.5365949,欧阳春晓训练
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750522260.6549292,搜索信息
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750522342.504015,搜索信息
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750553942.0481071,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750555137.004261,放松
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750556052.038995,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750556054.2666469,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750556070.6742911,搜索信息
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750558583.553488,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750559657.222584,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750560105.985179,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750560281.410898,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750561720.3515968,娱乐
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750562557.1051102,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750569623.341994,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750570510.0948381,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750572323.5954971,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750579415.229861,留在循环中
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750580044.1347709,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750581664.370527,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750585597.75182,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750586249.6592379,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750586502.936204,放松
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750589298.316448,
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750589300.6654449,
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750589302.869827,
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750589317.363786,娱乐
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750590389.187423,逃跑/避开
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750592152.610698,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750592154.764903,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750592169.6819801,放松
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750596321.284961,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750596323.706833,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750596325.888245,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750596343.556978,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750598651.692332,逃跑/避开
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750601693.111641,
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750605008.09796,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750637738.4540858,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750644533.146017,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750644535.40772,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750644550.327379,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750646607.8645039,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750647527.241795,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750647755.758405,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750650445.230197,失眠
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750655276.466556,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750656131.047333,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750656867.1616712,检查点赞
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750656910.865094,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750658549.6888309,放松
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750663786.124495,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750663897.675314,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750664625.080233,放松
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750683833.4753342,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750683866.4306378,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750683875.606224,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750683930.445837,放松
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750695187.4256868,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750731681.218746,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750732275.186716,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750733025.680753,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750736701.766118,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750760791.797843,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750766326.7261019,娱乐
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750776225.486505,
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750776243.7261949,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750776471.1686568,娱乐
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750777163.581919,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750777411.897098,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750778770.969019,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750778886.4215531,
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750779017.697401,逃跑/避开
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750780636.9190059,消息
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750780820.709346,
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750781124.139041,留在循环中
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750781450.2375479,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750807658.6800652,欧阳春晓训练
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750810078.3278599,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750810092.552597,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750814295.5796208,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750814384.765099,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750815752.799125,娱乐
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750816257.596956,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750824129.285516,放松
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750824207.6802468,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750824232.957277,放松
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750826803.9475598,
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750826809.315703,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750827220.823307,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750827999.561336,放松
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750828365.277528,
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750829059.952028,娱乐
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750830001.106618,
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750830003.4276009,
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750830017.556713,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750845631.981957,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750846736.778839,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750852155.642683,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750858549.613287,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750859332.866667,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750859335.185752,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750859347.403476,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750859364.6190948,
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750861663.295583,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750862005.252016,放松
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750862543.0194678,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750864482.084704,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750906527.996567,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750912729.11722,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750919102.693685,逃跑/避开
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750925128.399149,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750927706.3284888,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750927758.071264,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750928227.7192369,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750929100.140915,娱乐
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1750932883.698189,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750942761.320581,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750944287.880073,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750944917.062625,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750945135.859175,娱乐
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1750946953.07971,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750951090.403667,卫生间
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750953125.138363,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1750957353.635546,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750985000.65431,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750985477.127232,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750986619.1942592,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750995384.13888,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1750999477.350009,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751000848.405151,逃跑/避开
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751003507.1375089,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751003509.65253,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751003523.5485191,
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1751008700.539149,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751008743.987,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751012539.6701288,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1751012726.3484468,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751012852.804432,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751013032.946171,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751013205.043038,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751014359.774092,放松
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1751016932.2392921,
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1751016965.541593,逃跑/避开
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1751017105.774256,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751023420.451627,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751032530.286645,放松
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751033321.537113,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751037598.3657641,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751037600.5639,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751037602.857119,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751037605.213419,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751037627.104898,娱乐
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1751039452.21892,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751072962.4749432,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751073222.53881,逃跑/避开
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1751081471.3421888,
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1751082317.699151,跟踪暗恋对象
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751087841.831068,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751099895.546825,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751107240.419132,放松
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751112172.178797,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751112280.1842442,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751114809.130045,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751121892.191427,娱乐
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1751122594.7920098,娱乐
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1751130961.5841289,
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1751130964.059774,
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1751130966.416146,
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1751130981.0390139,搜索信息
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1751131230.8631659,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751152722.43627,卫生间
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751155700.179127,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751157385.867569,卫生间
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751158111.126494,搜索信息
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751160635.755669,放松
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1751161384.355001,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751162079.7684522,娱乐
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1751166455.927421,放松
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1751166793.124291,
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1751166814.32272,娱乐
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1751167096.464277,娱乐
6,False,Asia/Shanghai,red,breathingExercise,dismissedAppOpening,1751167635.788765,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751170217.939704,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751170488.4943562,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751177450.198174,搜索信息
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751180972.450859,放松
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751189031.733891,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751190445.40641,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751190736.960113,娱乐
6,False,Asia/Shanghai,red,breathingExercise,openedApp,1751194771.249486,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751199138.690373,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751253162.591394,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751253340.451832,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751254589.042495,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751257720.979895,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751258170.176134,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751258215.200536,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751268448.154613,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751269303.917398,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751270661.1806169,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751278836.7407842,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751287073.470489,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751298424.405095,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751334671.951921,搜索信息
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751344166.176039,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751344858.598433,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751349540.199353,搜索信息
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751369696.1977901,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751376129.500809,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751376494.170588,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751376859.983953,逃跑/避开
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751417421.871166,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751424928.740193,逃跑/避开
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751427943.744386,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751431037.566894,无所事事
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751431972.395522,欧阳春晓训练
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751443730.660551,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751446750.6473432,逃跑/避开
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751463453.636613,逃跑/避开
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751464462.9559011,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751508629.311403,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751508652.431802,发布一些内容
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751508926.2225041,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751509074.3310041,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751514351.8205318,放松
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751516207.738558,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751520666.0451,欧阳春晓训练
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751522893.754422,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751530188.121136,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751530251.618565,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751530704.181936,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751530871.4235868,逃跑/避开
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751558196.4669771,逃跑/避开
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751606723.385792,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751606741.785509,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751630934.479426,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751645960.0494552,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751646027.910918,娱乐
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751674529.6707149,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751674547.781924,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751675816.513742,放松
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751677800.879943,
6,False,Asia/Shanghai,weibo,breathingExercise,dismissedAppOpening,1751677803.005653,
6,False,Asia/Shanghai,weibo,breathingExercise,openedApp,1751677817.218382,逃跑/避开
